Date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-08-17,293.08,293.43,291.08,292.39,20075250,290.0529581598,290.3993432265,288.0736149213,289.3700847425,20075250,0.0,1.0
2021-08-18,290.73,294.82,290.27,292.04,21812985,288.2814459614,292.3369996159,287.8253201225,289.5804130243,21812985,0.56,1.0
2021-08-19,296.77,297.47,288.64,288.6935,29850461,294.2705765417,294.9646810791,286.2090481281,286.2620975464,29850461,0.0,1.0
2021-08-20,304.36,305.84,298.06,299.72,40817646,301.7966528835,303.2641881912,295.5497120464,297.1957313781,40817646,0.0,1.0
2021-08-23,304.65,305.4,301.85,303.245,22830157,302.0842104775,302.8278939105,299.3077923277,300.6910435131,22830157,0.0,1.0
2021-08-24,302.62,305.65,302.0035,305.02,18175774,300.0713073189,303.0757883882,299.459999537,302.4510943045,18175774,0.0,1.0
2021-08-25,302.01,304.59,300.42,304.3,20006057,299.4664447934,302.0247158029,297.8898359155,301.7371582088,20006057,0.0,1.0
2021-08-26,299.09,302.429,298.95,300.99,17666084,296.5710372944,299.881915938,296.4322163869,298.4550353246,17666084,0.0,1.0
2021-08-27,299.72,300.87,296.83,298.987,22605726,297.1957313781,298.3360459753,294.3300712163,296.4689047696,22605726,0.0,1.0
2021-08-30,303.59,304.22,301.06,301.115,16348072,301.0331378923,301.657831976,298.5244457783,298.5789825634,16348072,0.0,1.0
2021-08-31,301.88,304.5,301.5,304.42,26285338,299.3375396651,301.9354737909,298.960740059,301.8561475581,26285338,0.0,1.0
2021-09-01,301.83,305.19,301.49,302.865,18983826,299.2879607695,302.6196625493,298.9508242799,300.314243907,18983826,0.0,1.0
2021-09-02,301.15,303.3602,300.18,302.2,16290545,298.6136877903,300.8052732884,297.651857217,299.6548445965,16290545,0.0,1.0
2021-09-03,301.14,302.6,300.26,300.99,14751610,298.6037720112,300.0514757607,297.7311834498,298.4550353246,14751610,0.0,1.0
2021-09-07,300.18,301.09,298.2,301.005,17184083,297.651857217,298.5541931156,295.6885329539,298.4699089932,17184083,0.0,1.0
2021-09-08,300.21,300.61,297.4651,299.78,15046819,297.6816045543,298.0782357185,294.9598223474,297.2552260527,15046819,0.0,1.0
2021-09-09,297.25,302.14,297.0,300.82,19927000,294.7465339388,299.5953499218,294.4986394611,298.2864670798,19927000,0.0,1.0
2021-09-10,295.71,299.92,295.38,298.415,19633363,293.2195039564,297.3940469602,292.8922832459,295.9017222047,19633363,0.0,1.0
2021-09-13,296.99,298.54,294.08,297.55,23652949,294.488723682,296.0256694435,291.603231962,295.044007312,23652949,0.0,1.0
2021-09-14,299.79,301.39,298.1,299.56,21853433,297.2651418318,298.8516664888,295.5893751628,297.0370789124,21853433,0.0,1.0
2021-09-15,304.82,305.32,301.82,303.26,28356304,302.2527787223,302.7485676777,299.2780449904,300.7059171817,28356304,0.0,1.0
2021-09-16,305.22,305.31,300.76,303.76,19550815,302.6494098866,302.7386518986,298.2269724051,301.2017061371,19550815,0.0,1.0
2021-09-17,299.87,304.5,299.53,304.17,41372457,297.3444680647,301.9354737909,297.007331575,301.6082530804,41372457,0.0,1.0
2021-09-20,294.3,298.72,289.52,296.33,38278661,291.8213791024,296.2041534674,287.0816366895,293.834282261,38278661,0.0,1.0
2021-09-21,294.8,297.54,294.07,295.69,22364103,292.3171680577,295.0340915329,291.5933161829,293.1996723982,22364103,0.0,1.0
2021-09-22,298.58,300.22,294.51,296.725,26626342,296.0653325599,297.6915203334,292.0296104636,294.2259555357,26626342,0.0,1.0
2021-09-23,299.56,300.9,297.5339,298.845,18604601,297.0370789124,298.3657933126,295.0280429076,296.3281007063,18604601,0.0,1.0
2021-09-24,299.35,299.8,296.93,298.23,14998978,296.8288475511,297.2750576109,294.4292290074,295.7182802912,14998978,0.0,1.0
2021-09-27,294.17,296.47,292.9449,296.14,23571742,291.692473974,293.9731031685,290.4776918757,293.645882458,23571742,0.0,1.0
2021-09-28,283.52,290.78,282.75,289.795,43186237,281.1321692256,288.3310248569,280.3686542344,287.3543206149,43186237,0.0,1.0
2021-09-29,284.0,286.77,283.01,285.1,26353696,281.6081266227,284.3547974352,280.6264644912,282.6988623245,26353696,0.0,1.0
2021-09-30,281.92,287.83,281.62,285.71,32343635,279.5456445686,285.4058700205,279.2481711954,283.30372485,32343635,0.0,1.0
2021-10-01,289.1,289.98,281.29,282.1217,30086280,286.665173967,287.5377625284,278.9209504849,279.7456458332,30086280,0.0,1.0
2021-10-04,283.11,287.75,280.25,287.4,31350747,280.7256222823,285.3265437877,277.8897094578,284.9794915189,31350747,0.0,1.0
2021-10-05,288.76,290.398,284.0464,284.0464,24993024,286.3280374774,287.952242095,281.6541358378,281.6541358378,24993024,0.0,1.0
2021-10-06,293.11,293.63,285.5093,285.78,28002559,290.6414013887,291.1570219022,283.1047151633,283.3731353037,28002559,0.0,1.0
2021-10-07,294.85,296.64,293.92,295.175,20430471,292.3667469532,294.1416714133,291.4445794963,292.6890097742,20430471,0.0,1.0
2021-10-08,294.85,296.6409,293.76,296.219,17685700,292.3667469532,294.1425638334,291.2859270306,293.7242171129,17685700,0.0,1.0
2021-10-11,294.23,297.97,292.745,292.92,19298634,291.7519686486,295.4604700344,290.2794754513,290.4530015857,19298634,0.0,1.0
2021-10-12,292.88,295.44,292.35,295.34,17974143,290.4133384693,292.9517779205,289.8878021766,292.8526201294,17974143,0.0,1.0
2021-10-13,296.31,297.28,293.49,294.91,23424025,293.8144507028,294.7762812761,291.0182009948,292.4262416279,23424025,0.0,1.0
2021-10-14,302.75,303.27,297.83,299.21,27262902,300.2002124473,300.7158329608,295.3216491269,296.6900266436,27262902,0.0,1.0
2021-10-15,304.21,304.45,300.5191,302.34,25384803,301.6479161969,301.8858948954,297.9881012865,299.793665504,25384803,0.0,1.0
2021-10-18,307.29,308.21,302.69,303.57,22729297,304.7019761616,305.6142278394,300.1407177727,301.013306334,22729297,0.0,1.0
2021-10-19,308.23,309.3,307.22,308.348,17682139,305.6340593976,306.695047762,304.6325657079,305.7510655911,17682139,0.0,1.0
2021-10-20,307.41,309.7,306.11,309.21,16537069,304.8209655109,307.0916789263,303.5319142271,306.6058057501,16537069,0.0,1.0
2021-10-21,310.76,311.02,306.36,307.1702,16918100,308.1427515116,308.4005617683,303.7798087047,304.5831851279,16918100,0.0,1.0
2021-10-22,309.16,311.09,307.8,310.4,17449332,306.5562268545,308.4699722221,305.2076808961,307.7857834637,17449332,0.0,1.0
2021-10-25,308.13,309.4,306.46,309.36,17554469,305.5349016066,306.7942055531,303.8789664958,306.7545424367,17554469,0.0,1.0
